stratum,ticker,name_short,article_id,timestamp,category,match_mode,sparsity_tier,is_bulk_listing,n_tickers_in_article,title,n_hits,code_present,name_present,body_len,evidence,verdict,note
tier:dense,2002,中鋼,M.1730102001.A.DCF,2024-10-28 15:53:21,新聞,name_with_context,dense,False,3,Re: [新聞] 獨家》離岸風電為何找中鋼、中華電信解套 ？被迫吞下售電平台始末解析 已刪文,18,False,True,3452,"[簡稱(name_with_context)] …要上線,目前卻在看守狀態。
: 但頭已洗一半,科技大廠要綠電,急如星火,台灣甚至還因國產化政策被歐盟告上WTO,
: 離岸風電如何走下去?
: 泛官股售電公司,盼幫風場融資解套
: 最新消息是,經濟部規劃在11月初成立官股售電公司,股東包括【中鋼】與中華電信、港務公
: 司等泛官股公司。
: 經濟部回應《天下》詢問,證明確有其事,「綠電統購分銷機制是類似『綠電好市多』的
: 概念,把大量、多年期的綠電,購買一定比例後,再以少量、短年期方式賣出,提供產業
: 購買彈性。」
: 最大好處…
[簡稱(name_with_context)] …平台的確可能有助離岸風電開
: 發商更順利獲得融資。
: 「從信用評等角度來看,有政府支持可能會降低專案的風險,」她說,然而,對融資順暢
: 性的實際影響,還需視具體的平台條款、政府支持程度,以及經濟和監管環境而定。
: 根據惠譽評等資料,【中鋼】今年4月的信評等級為「AA」,並指出台灣政府對中鋼的決策及
: 監督權、支援先例與支援動機都很強。簡單來說,中鋼在投資評等機構眼中是「倒不了」
: 。
: 中鋼憂心風險高,已抗拒兩年多
: 正因如此,經濟部這步已佈局了很久。
: 根據《天下…
[簡稱(name_with_context)] …需摸索學習,接下來這句話才是重點:
: 「要視實際狀況與公司整體財務狀況及發展考量而定。」
: 近年鋼鐵業的發展路上,可說滿布荊棘。中國鋼鐵產能過剩,正在向全球輸出通縮,全球
: 景氣與鋼市需求萎靡不振,鋼鐵業又面臨減碳壓力,必須大量投資。【中鋼】前董事長翁朝棟
: 在去年給同仁的親筆信中明講,「中鋼今年營運恐面對建廠以來最大挑戰」。今年中鋼9
: 月營收來到20個月新低,中鋼人無不戰戰兢兢。
: 但看來,不論中鋼意願如何,這計劃都已箭在弦上,不得不發。
: 5月下旬,經濟部召開「泛…",correct,
tier:dense,2330,台積電,M.1600131534.A.129,2020-09-15 08:58:54,新聞,name,dense,False,2,[新聞] 謝金河：任天堂逆勢創造奇蹟　旺宏也會 有走好運！,1,False,True,1020,"[簡稱(name)] …利率高的電子版下載,讓任天堂搖身變成訂閱服務的企業,

今年毛利率從41.7%拉升至49%,最近宣布增產Switch3000萬台,

這個顯著的成長幅度讓股價不斷走高,創下61300日圓新高,市值達7.8兆日圓,
如果是在台灣,這會期僅次於【台積電】的第二大巿值企業。
「任天堂靠著創新,正帶引日本企業走向新的道路,也許在菅義偉時代,
任天堂與Sony會成為日本新經濟的領航企業。

台灣的旺宏電子跟著任天堂,也會有好運走!」
謝金河文末如此寫道。

3.心得/評論:
※必需填寫滿20字…",correct,
tier:dense,2330,台積電,M.1603175027.A.B29,2020-10-20 14:23:47,新聞,name,dense,False,1,[新聞] 外資觀點：美系外資重申祥碩(5269)「加碼 」評等，目標價維持上看2250元,2,False,True,896,"[簡稱(name)] …%達19.26億元、11.3元,同時調高2020年、
2021年全年每股盈餘預估,幅度分別上修2%、1%達44.4元、53.4元,重申「加碼」評等,
目標價維持上看2250元。



3.心得/評論:
※必需填寫滿20字
平平都是加碼 為何【台積電】漲不動 祥碩卻漲停板 這干有天理

  高價股漲停板 代表台股後市不用悲觀 台積電漲不動 因為有太多散戶在裡面了

  我看要再跌個20% 把散戶洗出去 才有可能奔向500


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 4…
[簡稱(name)] …幅度分別上修2%、1%達44.4元、53.4元,重申「加碼」評等,
目標價維持上看2250元。



3.心得/評論:
※必需填寫滿20字
平平都是加碼 為何台積電漲不動 祥碩卻漲停板 這干有天理

  高價股漲停板 代表台股後市不用悲觀 【台積電】漲不動 因為有太多散戶在裡面了

  我看要再跌個20% 把散戶洗出去 才有可能奔向500


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 45.79.96.104 (美國)
※ 文章網址:
https://www.ptt.…",correct,
tier:dense,2303,聯電,M.1619623142.A.A9E,2021-04-28 23:19:02,其他,name_with_context,dense,False,1,Re: [其他] 聯電是不是定價權很強?,4,False,True,580,"[簡稱(name_with_context)] …c (afflic)》之銘言:
: 最近看到很多聯電的新聞
: 什麼代工漲價兩成啦、要客戶出錢蓋廠啦
: 反觀大哥GG
: 價格似乎沒什麼漲? 只是取消折讓?
: 蓋廠也是自己發債投資
: 不曉得大家怎麼看這個現象?
: GG世界第一
: 【聯電】做的這些如果GG想做的話應該也能做?
: 但為什麼不做呢
因為聯電錢不多
如果需要賺錢必需不斷的炒股票 炒新聞
股票高的好處
除了可以質押更高的現金流
更可以賣掉增加業外收益

聯電從去年就開始喊產能滿載了
滿滿滿載的結果eps 0.85…
[簡稱(name_with_context)] …麼代工漲價兩成啦、要客戶出錢蓋廠啦
: 反觀大哥GG
: 價格似乎沒什麼漲? 只是取消折讓?
: 蓋廠也是自己發債投資
: 不曉得大家怎麼看這個現象?
: GG世界第一
: 聯電做的這些如果GG想做的話應該也能做?
: 但為什麼不做呢
因為【聯電】錢不多
如果需要賺錢必需不斷的炒股票 炒新聞
股票高的好處
除了可以質押更高的現金流
更可以賣掉增加業外收益

聯電從去年就開始喊產能滿載了
滿滿滿載的結果eps 0.85
黑人問號?

好不好代工給你價漲2成
EPS大增變成 1.02
這…
[簡稱(name_with_context)] …資
: 不曉得大家怎麼看這個現象?
: GG世界第一
: 聯電做的這些如果GG想做的話應該也能做?
: 但為什麼不做呢
因為聯電錢不多
如果需要賺錢必需不斷的炒股票 炒新聞
股票高的好處
除了可以質押更高的現金流
更可以賣掉增加業外收益

【聯電】從去年就開始喊產能滿載了
滿滿滿載的結果eps 0.85
黑人問號?

好不好代工給你價漲2成
EPS大增變成 1.02
這還是全面漲價的情況啊
還是黑人問號嗎?
喊價題材 股價從26也漲到60了

投信大哥也會想
你妹的 到底會不會賺錢…",correct,
tier:dense,1216,統一,M.1451153697.A.D96,2015-12-27 02:14:57,新聞,name_with_context,dense,False,1,[新聞] 辣椒被倒債 每股虧3.03元 已刪文,1,False,True,987,"[簡稱(name_with_context)] …有遊戲產品線會持續更新版本,添增玩家黏著度,卡位寒假遊戲市場商機
。

3.心得/評論(必需填寫):
果然遊戲股不能選目前還在虧錢的,還在虧錢的一定會跟賺錢的快速拉大差距
辣椒今年真的是越虧越多,市場是很現實的

但,能維持這股價,該歸功是【統一】集團的關係嗎、、、有富爸爸真猛

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.166.240.166
※ 文章網址:
https://www.ptt.cc/bbs/Stock/M.1451153697.A.D96.h…",ambiguous,統一集團（泛稱，非 1216 本身）
tier:dense,2330,台積電,M.1624535578.A.445,2021-06-24 19:52:58,新聞,name,dense,False,1,[新聞] 格羅方德斥40億美元 在新加坡擴建12吋新 廠,1,False,True,1081,"[簡稱(name)] …加坡作為全球高科技生產與創新據點的
吸引力。

格羅方德客戶供應鏈也會得到進一步強化,看好優渥的職缺與商機,為新加坡國民及在地
企業帶來助益,並為經濟注入新的活力。

心得/評論:
笑死,拜登被自己國家的企業被刺

跑去新加坡那種鳥蛋國

【台積電】加油啊,幹趴所有對手




--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.139.38.156 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Stock/M.1624535578.A.445…",correct,
tier:dense,2330,台積電,M.1698904802.A.62F,2023-11-02 14:00:02,閒聊,name,dense,False,1,[閒聊] 2023/11/02 盤後閒聊,1,False,True,401,"[簡稱(name)] …外資
+6664
台指選 自營商
+13205
投信
外資
+16203
漲停家數(+10%)
15
跌停家數(-10%)
0
成交量排行
元大台灣50反1
、
復華台灣科技優息
、
定穎投控
、
長榮航
、
元大美債20正2
成交值排行
【台積電】
、
廣達
、
世芯-KY
、
聯發科
、
定穎投控
----------------------------------------
雙11有機會丐到主機跟i15promax嗎?
或是趕快結束反彈別再漲了?
--
https://imgu…",correct,
tier:dense,1603,華電,M.1544326601.A.1B4,2018-12-09 11:36:41,心得,name_with_context,dense,False,12,[心得] 0050成分股變化 2003起 已刪文,2,False,True,2858,"[簡稱(name_with_context)] …2017.12
台積電 33.53
鴻海    8.64
台塑    2.92
南亞    2.67
聯發科  2.63
50.39
2018.10
台積電 34.80
鴻海    5.83
台塑    3.05
南亞    2.69
中【華電】  2.58
       48.95


可以發現一個現象,就是大盤權重跟0050持股不貼合,前五大沒出現過台塑化和大立光

2003至今,台積電佔比變成兩倍,而聯電、友達、宏達電、鴻海?大概再也爬不起來

台塑集團、國泰金、中華電,算台…
[簡稱(name_with_context)] …9
中華電  2.58
       48.95


可以發現一個現象,就是大盤權重跟0050持股不貼合,前五大沒出現過台塑化和大立光

2003至今,台積電佔比變成兩倍,而聯電、友達、宏達電、鴻海?大概再也爬不起來

台塑集團、國泰金、中【華電】,算台灣最穩的?

1970年代早期,台塑股價三百多元,如果那時候就有0050,放到現在會漲多少?

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.171.195.216
※ 文章網址:
https://www.ptt…",wrong,中華電被切成「中+華電」（非華電 1603）
tier:dense,2330,台積電,M.1591684051.A.916,2020-06-09 14:27:31,新聞,name,dense,False,1,[新聞] 2020年第二季，聯發科等六家半導體公司呈 現季成長態勢,1,False,True,1237,"[簡稱(name)] …售下滑。其中,有15家公司預計銷售額下降,而有6家公司的前景更為樂觀。

樂觀看待第二季表現的6家公司包含:聯發科,超微,WD / SanDisk,聯電,ADI和中芯國
際。至於英偉達則於該季度的變化為零。至於該統計的四大晶片廠商-英特爾、【台積電】、
高通和德州儀器,則將呈現1%至13%的下降幅度。

除此之外,歐洲排名前三的半導體供應商,意法半導體,英飛凌和恩智浦,都面臨兩位數
銷售額下滑的窘境。這也表明歐洲從第二季開始一直都是冠狀病毒不斷蔓延的重災區之一
。

分析發現,幫助這六…",correct,
tier:dense,2330,台積電,M.1662616802.A.A0C,2022-09-08 14:00:02,閒聊,name,dense,False,4,[閒聊] 2022/09/08 盤後閒聊,1,False,True,354,"[簡稱(name)] …信
+531
外資
+3693
台指選 自營商
+18800
投信
外資
+3792
漲停家數(+10%) 18
跌停家數(-10%)  1
成交量排行
元大台灣50反1
、
期元大S&P原油反1
、
陽明
、
華航
、
友達
成交值排行
【台積電】
、
玉晶光
、
世芯-KY
、
元太
、
智原
---------------------------------
中秋佳節愉快!
--
https://imgur.com/6GGT2ao.jpg…",correct,
tier:dense,2330,台積電,M.1539842403.A.F45,2018-10-18 14:00:03,閒聊,name,dense,False,5,[閒聊] 2018/10/18 盤後閒聊,1,False,True,433,"[簡稱(name)] …投信
-281
外資
-1525
台指選 自營商
+1202
投信
外資
-8345
漲停家數(+10%)  4
跌停家數(-10%)  3
成交量排行
大同
、
華新科
、
臺企銀
、
聯電
、
大成鋼
成交值排行
華新科
、
國巨
、
【台積電】
、
環球晶
、
大同
------------------------------------------------
量好少,大家都不想玩了

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 59.120.148.11
※…",correct,
tier:dense,2303,聯電,M.1650164292.A.8AF,2022-04-17 10:58:12,新聞,name_with_context,dense,False,3,[新聞] 半導體短空長多 投信：逢低布局好時機,2,False,True,1076,"[簡稱(name_with_context)] …也由正轉
負;但
投信業者異口同聲指出,全球半導體產業持續擴張,利空因素消除後,半導體大廠仍
將扮演台股回神的要角,是逢低布局的好時機。
外資上週又賣556億
賣超前10名半數是電子

外資連續三週賣超台股,上週再度賣超五五六億元,其中又以【聯電】、臺企銀賣超逾十萬張最
多,護國神山台積電也遭外資大賣逾四萬三千張,若以外資週賣超前十名來看,包括聯電、
仁寶、台積電、宏碁、日月光投控都入列,半數皆為電子股。

半導體前景是否出現疑慮?
PGIM保德信科技島基金經理人葉獻文表示
,據IC…
[簡稱(name_with_context)] …股回神的要角,是逢低布局的好時機。
外資上週又賣556億
賣超前10名半數是電子

外資連續三週賣超台股,上週再度賣超五五六億元,其中又以聯電、臺企銀賣超逾十萬張最
多,護國神山台積電也遭外資大賣逾四萬三千張,若以外資週賣超前十名來看,包括【聯電】、
仁寶、台積電、宏碁、日月光投控都入列,半數皆為電子股。

半導體前景是否出現疑慮?
PGIM保德信科技島基金經理人葉獻文表示
,據IC Insights統計
,今年全球半導體市場規模將超過六千八百億美元,連半導體巨頭Intel也斥資一百…",correct,
tier:dense,2317,鴻海,M.1563454100.A.2D6,2019-07-18 20:48:20,公告,name_with_context,dense,False,1,[公告] joyca 警告一次,2,False,True,1235,"[簡稱(name_with_context)] …鴻海影響?
時間
Tue Jul 16 00:56:58 2019
───────────────────────────────────────
我們的老郭果然不敵失智列車的威力,
想問的是老郭現在敗選了,
未來的他將何去何從?
會再回鍋【鴻海】嗎?
(跟我們的老張一樣再復出?)
未來鴻海的股價是否有影響?

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.75.255.226 (臺灣)
作者
oldlakerfan (老湖迷)
看板
Stock
標題
[請益]…
[簡稱(name_with_context)] …:56:58 2019
───────────────────────────────────────
我們的老郭果然不敵失智列車的威力,
想問的是老郭現在敗選了,
未來的他將何去何從?
會再回鍋鴻海嗎?
(跟我們的老張一樣再復出?)
未來【鴻海】的股價是否有影響?

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.75.255.226 (臺灣)
作者
oldlakerfan (老湖迷)
看板
Stock
標題
[請益] 榮成
時間
Tue Jul 16 12:33…",correct,
tier:dense,2330,台積電,M.1617778303.A.8F5,2021-04-07 14:51:43,新聞,name,dense,False,1,[新聞] Applied Materials Showcases Unique Cap,2,False,True,15840,"[簡稱(name)] …單一步驟的單元製程設
備,擴展到包涵具有預先驗證的組合的協同優化系統以及集成材料解決方案,其中多種製
程技術在真空下結合,以創造出新穎的材料和晶片結構,否則就不可能。

""在過去30年左右的時間裡,與應用材料公司一起走過了一段偉大的旅程。""【台積電】董事長
劉德音博士表示。""在3納米之後,為了保持改進的速度,我相信我們會且需要比以往更緊
密地合作。我們需要在新的電晶體結構、新的材料、新的系統架構以及新的3D集成方面進
行創新。這是一個激動人心的時刻。我們期待與應用材料公司合作,共同發現…
[簡稱(name)] …知識,使客戶能夠將各種可能性轉化為現實。在
應用材料公司,我們的創新使塑造未來的技術成為可能。欲瞭解更多資訊,請訪問
www.appliedmaterials.com。
心得/評論:
應材新聞稿,裡面有大量客戶的發言(背書?)

當然也包括【台積電】的劉德音董事長

裡面有很多細項還需要逐個細部深入去看。

簡單來說,個人認為AMAT給出的成長預測相當保守,實現的機會很高。

這就是半導體製程相關公司的特色

就算想吹牛也吹不起來

現在的價格也算是短期高點了

除非打算做三到五年的資…",correct,
tier:dense,2330,台積電,M.1712624712.A.8D2,2024-04-09 09:05:12,新聞,name,dense,False,1,Re: [新聞] 台積電獲66億美元補助　經濟部：在台產能 仍維持8-9成,8,False,True,742,"[簡稱(name)] …Re: [新聞] 【台積電】獲66億美元補助 經濟部:在台產能 仍維持8-9成
※ 引述《SincereBob (誠實老包)》之銘言:
: 這是美國白宮的新聞稿:
https://reurl.cc/nrQNN6
: 這是美國商務部的新聞稿:
https://reurl…
[簡稱(name)] …成四、二、一奈米都有。
: 另外加碼幫美國訓練半導體人才,讓美國可以在2030年生產這世界上20%的高階晶片。
: 然後美花姐姐說沒事,別慌XDD
: 股點:劉德音下台前的臨去秋波,加碼對美投資,把先進製程帶去美國,
:       我認為【台積電】ADR之後應該會有不錯的表現,台積電在台股就不一定了。
:       貨出去,人進來,美國發大財。
台灣矽盾被拆囉

老美先設陷阱讓中國打台灣被全世界制裁

然後淪陷後再炸掉台灣的台積電工廠

正式成為美積電

不僅維持帝國地位  又能打…
[簡稱(name)] …幫美國訓練半導體人才,讓美國可以在2030年生產這世界上20%的高階晶片。
: 然後美花姐姐說沒事,別慌XDD
: 股點:劉德音下台前的臨去秋波,加碼對美投資,把先進製程帶去美國,
:       我認為台積電ADR之後應該會有不錯的表現,【台積電】在台股就不一定了。
:       貨出去,人進來,美國發大財。
台灣矽盾被拆囉

老美先設陷阱讓中國打台灣被全世界制裁

然後淪陷後再炸掉台灣的台積電工廠

正式成為美積電

不僅維持帝國地位  又能打擊主要敵國國力

計畫通

這種簡單…",correct,
tier:dense,2330,台積電,M.1681371548.A.4C6,2023-04-13 15:39:08,新聞,name,dense,False,1,[新聞] 股神巴菲特：不考慮出售任何蘋果股票,3,False,True,1223,"[簡稱(name)] …出售任何蘋果股票,他認為蘋果是一家很棒的企業,蘋果執行長庫克 (Tim Cook) 管理得非
常好。

繼巴菲特掌管的波克夏海瑟威 (Berkshire Hathaway) (BRK.A-US) 在短短幾個月後就出售
所持蘋果處理器製造商【台積電】 85% 的股份後,巴菲特表示,他不考慮出售任何蘋果股票。

他此前曾將地緣政治因素作為出售台積電 (TSM-US) 的主因,但他選擇堅持購買蘋果,但他
表示,波克夏確實考慮同樣的問題。

巴菲特週三受訪時透露:「我會考慮這個問題,但蘋果是…
[簡稱(name)] …好。

繼巴菲特掌管的波克夏海瑟威 (Berkshire Hathaway) (BRK.A-US) 在短短幾個月後就出售
所持蘋果處理器製造商台積電 85% 的股份後,巴菲特表示,他不考慮出售任何蘋果股票。

他此前曾將地緣政治因素作為出售【台積電】 (TSM-US) 的主因,但他選擇堅持購買蘋果,但他
表示,波克夏確實考慮同樣的問題。

巴菲特週三受訪時透露:「我會考慮這個問題,但蘋果是一個非常有價值的工具。
如果你是
蘋果用戶,有人給你 1 萬美元,唯一的條件是他們會拿走你的 iP…
[簡稱(name)] …嘆:「當時從稅收角度來看,出售一些蘋果股票似乎是個好主意。這實際上這是一
筆愚蠢的交易。我們永遠不會有另一家令那麼多人更快樂的企業。」


心得/評論:

眾所皆知 BRK portfolio 有將近40%是果果

即使在前陣子才大規模減倉【台積電】 巴菲特也堅決不考慮出售任何蘋果股票

一個簡單的問題可以看出蘋果的價值:給你一萬美金,但是你這輩子不能用蘋果產品,你接
受嗎?

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.72.125.253 (臺灣)
※ 文章網…",correct,
